,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi,arvi,evi,gci,ndwi
1274,1488,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.37,Red,5.58,0.03,0.13,4.85,29,312,93,2.34,0.24,0.13,15.07,0.59,8.03,Groundnut,0.3979871912168344,0.27332965212589727,-6.075418994413408,0.7522935779816513,-0.2733333333333333
1275,1489,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.38,Red,7.29,0.09,0.72,18.32,227,783,208,3.36,0.62,0.68,3.92,0.44,4.84,Groundnut,0.34988066825775654,0.2272340425531915,-15.729613733905579,0.6813317479191439,-0.2541019955654102
1276,1490,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.37,Red,7.86,0.06,0.34,13.21,97,1312,208,2.14,0.32,0.37,4.07,0.47,4.09,Redgram,0.5033277870216306,0.3269447576099211,2.3504273504273505,1.6810089020771515,-0.456670697299476
1277,1491,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,5.6,0.03,0.14,19.73,29,248,47,1.41,0.33,0.08,14.59,0.38,4.15,Groundnut,0.45474736257634646,0.2771439087228561,1.9153414405986904,1.5436893203883497,-0.43561643835616437
1278,1492,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.37,Red,7.6,0.06,0.31,13.56,72,707,262,1.28,0.48,0.26,4.29,0.44,6.13,Redgram,0.5586945932781295,0.3880445795339412,3.1650110375275937,1.9795158286778398,-0.49742629854936826
1279,1493,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.39,Red,5.95,0.05,0.31,5.78,74,366,121,1.6,0.55,0.13,10.49,0.46,8.88,Groundnut,0.4085422469823584,0.21309450277949352,1.1071967790639154,1.69449378330373,-0.45865384615384613
1280,1494,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,5.66,0.04,0.18,4.89,56,271,99,1.7,0.33,0.11,15.13,0.48,10.66,Redgram,0.45474736257634646,0.2771439087228561,1.9153414405986904,1.5436893203883497,-0.43561643835616437
1281,1495,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.37,Red,6.75,0.1,0.4,11.81,175,687,210,4.1,0.4,0.2,5.86,0.58,7.59,Groundnut,0.5033277870216306,0.3269447576099211,2.3504273504273505,1.6810089020771515,-0.456670697299476
1282,1496,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.38,Red,7.75,0.09,0.37,9.38,80,1015,340,2.4,0.96,0.35,4.46,0.56,5.03,Groundnut,0.39071729957805906,0.2375923970432946,3.04404996712689,1.1374837872892347,-0.3625465068210004
1283,1497,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.38,Red,7.02,0.08,0.33,14.47,140,379,139,2.81,1.02,0.26,6.79,0.43,6.03,Groundnut,0.39071729957805906,0.2375923970432946,3.04404996712689,1.1374837872892347,-0.3625465068210004
1284,1498,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.37,Red,6.9,0.05,0.27,3.79,73,798,178,2.27,0.25,0.28,4.7,0.59,6.33,Groundnut,0.5586945932781295,0.3880445795339412,3.1650110375275937,1.9795158286778398,-0.49742629854936826
1285,1499,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.38,Red,6.86,0.02,0.2,3.19,36,575,173,0.79,0.21,0.14,6.44,0.53,6.43,Groundnut,0.39170086639306884,0.23223021582733813,2.34443231441048,1.0705563093622796,-0.34865223155103847
1286,1500,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.39,Red,7.9,0.06,0.11,12.17,31,508,159,1.33,0.3,0.24,3.71,0.47,2.04,Groundnut,0.4085422469823584,0.21309450277949352,1.1071967790639154,1.69449378330373,-0.45865384615384613
1287,1501,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.37,Red,8.03,0.64,0.78,36.1,193,2793,319,46.09,0.96,1.94,24.08,1.91,16.36,Tomato,0.5033277870216306,0.3269447576099211,2.3504273504273505,1.6810089020771515,-0.456670697299476
1288,1502,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.32,1.03,0.92,38.8,263,2580,394,88.70,1.01,3.23,27.8,2.4,18.48,Groundnut,0.28588758592802266,0.18953648462597522,-2.823482428115016,0.6191446028513239,-0.2363919129082426
1289,1503,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.57,79.37,Red,8.0,0.83,1.03,49.74,426,2883,413,61.80,1.28,2.33,21.78,1.9,17.8,Tomato,0.3979871912168344,0.27332965212589727,-6.075418994413408,0.7522935779816513,-0.2733333333333333
1290,1504,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.15,0.71,0.69,22.07,228,2906,384,73.38,0.9,1.65,17.8,1.99,26.41,Groundnut,0.28588758592802266,0.18953648462597522,-2.823482428115016,0.6191446028513239,-0.2363919129082426
1291,1505,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.36,Red,8.01,0.63,0.90,16.39,279,2554,479,39.40,0.71,1.67,16.36,1.46,20.98,Groundnut,0.07440890125173853,0.04621999283410964,-0.6848,0.15298507462686572,-0.07105719237435008
1292,1506,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.37,Red,8.12,0.43,0.29,15.69,192,2468,299,13.12,0.77,1.76,6.46,0.97,15.56,Groundnut,0.5586945932781295,0.3880445795339412,3.1650110375275937,1.9795158286778398,-0.49742629854936826
1293,1507,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.73,0.35,0.31,5.6,76,2005,307,10.93,0.83,1.42,25.54,1.33,28.39,Light Black,0.28588758592802266,0.18953648462597522,-2.823482428115016,0.6191446028513239,-0.2363919129082426
1294,1508,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.35,Red,8.83,0.41,0.19,3.09,137,2833,659,40.16,0.47,1.39,8.6,1.3,14.57,Groundnut,0.28040540540540543,0.16306483300589392,6.94560669456067,0.5924369747899159,-0.22852512155591573
1295,1509,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.55,79.36,Red,8.85,0.47,0.40,11.83,105,2302,426,33.05,1.13,1.73,58.19,1.84,30.1,Groundnut,0.431108188096021,0.2677248677248677,2.6766026949775417,1.3223052294557096,-0.39800835207195634
1296,1510,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.36,Red,8.52,0.41,0.59,18.13,142,2648,380,25.99,0.75,1.55,25.97,1.93,18.49,Tomato,0.07440890125173853,0.04621999283410964,-0.6848,0.15298507462686572,-0.07105719237435008
1297,1511,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,6.64,0.07,0.24,50.6,101,496,166,2.73,1.86,0.33,10.28,1.08,11.13,Tomato,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1298,1512,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,6.9,0.07,0.12,30.35,48,736,119,3.14,1.26,0.41,3.42,0.55,5.45,Tomato,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1299,1513,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,6.88,0.07,0.12,22.61,51,843,131,2.82,0.43,0.36,4.18,0.57,6.4,Groundnut,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1300,1514,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,6.95,0.07,0.18,29.52,53,874,138,3.68,0.53,0.49,4.38,0.59,7.23,Tomato,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1301,1515,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.3,0.06,0.19,19.3,99,507,130,1.55,0.68,0.31,9.69,0.67,7.03,Groundnut,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1302,1516,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,6.85,0.05,0.2,26.94,74,735,195,2.24,0.73,0.3,8.58,0.83,6.08,Groundnut,0.23861930965482742,0.011848725856192177,0.35065794310078663,1.432220039292731,-0.41728677733257014
1303,1517,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.3,0.07,0.37,20.08,87,876,224,2.52,1.12,0.35,4.74,1.19,6.99,Groundnut,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1304,1518,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.45,0.08,0.46,16.93,131,1061,262,4.1,0.64,0.58,2.67,0.76,5.86,Groundnut,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1305,1519,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,7.78,0.14,0.59,52.25,142,1901,337,7.48,1.22,0.9,3.3,1.2,10.36,Tomato,0.23861930965482742,0.011848725856192177,0.35065794310078663,1.432220039292731,-0.41728677733257014
1306,1520,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.85,0.03,0.23,13.07,88,418,134,2.01,0.81,0.34,13.09,0.44,9.51,Groundnut,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1307,1521,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,5.92,0.02,0.21,8.62,107,373,111,1.47,0.57,0.25,13.16,0.64,10.35,Groundnut,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1308,1522,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.6,0.05,0.22,7.06,81,402,124,6.31,0.74,0.21,14.65,0.67,12.11,Tomato,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1309,1523,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,8.21,0.09,0.27,11.39,89,2751,331,2.36,0.34,0.42,3.93,1.3,5.08,Tomato,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1310,1524,Kadapa,Sambepalli,Guttapalli,13.87,78.77,Red,7.02,0.12,0.76,86.82,261,1743,580,7.42,4.17,1.16,41.0,2.93,22.18,Tomato,0.21671388101983002,-0.005302226935312832,0.3171203537377366,1.2101200686106348,-0.37697034464333423
1311,1525,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.27,0.09,0.35,34.98,128,585,187,4.35,1.82,0.5,4.09,1.08,7.45,Tomato,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1312,1526,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,7.36,0.05,0.09,21.0,62,447,159,2.07,0.44,0.22,3.73,0.61,6.89,Tomato,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1313,1527,Kadapa,Sambepalli,Guttapalli,13.87,78.77,Red,5.95,0.02,0.15,7.83,69,368,107,1.24,0.41,0.13,10.72,0.57,12.33,Tomato,0.21671388101983002,-0.005302226935312832,0.3171203537377366,1.2101200686106348,-0.37697034464333423
1314,1528,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,6.71,0.05,0.32,23.13,104,1533,366,3.41,0.66,0.45,6.93,1.05,13.46,Tomato,0.23861930965482742,0.011848725856192177,0.35065794310078663,1.432220039292731,-0.41728677733257014
1315,1529,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.66,0.03,0.28,12.46,116,364,119,2.64,0.78,0.33,18.25,0.61,13.39,Tomato,0.18454935622317598,0.023763648041104687,0.4322694144257351,0.824793388429752,-0.2919836161497952
1316,1530,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,8.11,0.1,0.32,17.84,126,1026,261,3.64,1.95,0.52,2.93,1.48,6.65,Tomato,0.2945174444947893,0.05162174508908177,0.4204398447606727,1.7313575525812621,-0.46400204970535486
1317,1531,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Black,8.75,0.2,0.59,22.26,188,1859,839,8.4,1.03,1.41,6.57,1.01,1.55,Mango,0.6075866579463701,0.4318181818181818,2.5606394707828004,2.330623306233062,-0.5381727158948686
1318,1532,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.16,0.11,0.21,16.07,69,502,118,6.35,0.54,0.11,11.67,0.53,14.94,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1319,1533,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,5.62,0.07,0.16,10.81,56,318,98,4.21,0.39,0.39,13.77,0.58,12.16,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1320,1534,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,5.53,0.06,0.17,11.67,57,303,94,4.73,0.4,0.21,14.13,0.58,12.49,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1321,1535,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.25,0.08,0.2,3.3,66,812,136,4.15,0.26,0.47,7.78,0.65,16.4,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1322,1536,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,7.65,0.09,0.23,3.48,53,801,236,1.3,0.22,0.29,4.68,0.76,8.84,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1323,1537,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.71,0.11,0.38,54.87,145,509,239,5.76,1.63,0.98,10.14,2.98,10.04,Tomato,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1324,1538,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.23,0.09,0.24,12.63,64,320,93,3.77,0.71,0.32,7.8,0.58,16.75,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1325,1539,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.23,Red,8.43,0.15,0.25,49.6,62,564,366,5.04,0.31,0.59,3.49,0.69,3.16,Groundnut,0.4532871972318339,0.27411944869831545,1.8284739454094292,1.486842105263158,-0.42641509433962266
1326,1540,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Black,8.32,0.09,0.52,1.83,103,1893,473,3.45,0.12,0.64,2.18,0.93,2.47,Groundnut,0.6075866579463701,0.4318181818181818,2.5606394707828004,2.330623306233062,-0.5381727158948686
1327,1541,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,8.07,0.08,0.19,15.37,99,596,242,2.72,0.55,0.78,3.58,0.86,4.73,Groundnut,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1328,1542,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.53,79.24,Red,8.2,0.1,0.16,18.12,59,1009,241,3.42,0.31,0.35,4.75,0.64,5.33,Groundnut,0.49632224168126093,0.35832217759928603,-9.867688022284122,1.195272353545735,-0.3740752653586362
1329,1543,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,5.44,0.15,0.16,15.37,98,309,117,5.9,0.87,0.32,15.13,0.64,10.1,Groundnut,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1330,1544,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.26,Red,7.95,0.09,0.26,5.28,59,983,243,2.09,0.19,0.45,2.97,0.63,5.54,Groundnut,0.5389090909090909,0.36962465821526225,3.283119184758529,1.6989795918367347,-0.4593103448275862
1331,1545,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.28,Red,7.11,0.05,0.2,16.27,57,485,102,2.11,0.38,0.27,7.66,0.42,3.14,Groundnut,0.6298680399098809,0.46697566628041715,3.9599352488870903,2.3941018766756033,-0.5448444173276388
1332,1546,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.28,Red,7.53,0.08,0.23,1.3,67,275,160,2.65,0.18,0.6,3.15,0.52,6.84,Groundnut,0.6298680399098809,0.46697566628041715,3.9599352488870903,2.3941018766756033,-0.5448444173276388
1333,1547,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,7.03,0.06,0.22,7.89,50,283,125,2.04,0.4,0.45,5.04,0.68,10.68,Groundnut,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1334,1548,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.24,Red,7.68,0.19,0.26,29.66,241,873,183,8.19,0.73,0.55,4.09,0.77,6.54,Groundnut,0.611542730299667,0.4666666666666667,500.90909090909093,1.8752475247524751,-0.48390393459376596
1335,1549,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.7,0.05,0.14,17.22,61,508,175,2.23,0.42,0.22,9.84,0.66,7.07,Groundnut,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1336,1550,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.27,Red,8.76,0.14,0.16,16.2,84,512,130,5.22,0.76,0.55,2.5,0.39,3.33,Groundnut,0.5733855185909981,0.41808475141808477,8.443804034582133,1.907775768535262,-0.4881999074502545
1337,1551,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.12,0.15,0.26,30.15,110,276,100,10.97,1.56,0.33,16.9,0.56,18.87,Groundnut,0.3486766398158803,0.26157860404435745,-1.321412996075011,0.581646423751687,-0.22530057501306847
1338,1552,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,7.77,0.6,0.59,27.4,165,2002,352,17.55,0.61,1.13,3.05,0.72,15.12,Groundnut,0.2757562472599737,0.16312056737588654,15.120192307692308,0.6609589041095891,-0.2483912483912484
1339,1553,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Red,7.97,0.09,0.36,14.9,86,700,188,2.46,0.4,0.48,2.04,0.33,4.26,Groundnut,0.6075866579463701,0.4318181818181818,2.5606394707828004,2.330623306233062,-0.5381727158948686
1340,1554,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.47,79.24,Red,7.98,0.11,0.48,10.99,149,894,420,5.74,0.67,0.88,5.28,1.02,43.48,Groundnut,-0.2143569292123629,-0.007027697395618024,0.26828050910905915,-0.5445086705202312,0.37410643367752183
1341,1555,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.24,Red,7.58,0.08,0.21,37.41,57,710,284,3.45,0.44,0.29,9.16,0.98,8.83,Groundnut,0.08311275807305453,-0.08081123244929797,0.13799771468752747,0.5690184049079754,-0.22149253731343282
1342,1556,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.24,Red,8.17,0.06,0.23,10.66,36,739,310,2.08,1.21,0.5,4.47,0.96,10.26,Mango,0.08311275807305453,-0.08081123244929797,0.13799771468752747,0.5690184049079754,-0.22149253731343282
1343,1557,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.23,Red,8.15,0.11,0.49,11.42,114,1526,459,5.21,0.7,0.75,5.22,0.96,10.86,Groundnut,0.18662952646239556,0.05616161616161616,0.7097457627118644,0.35238095238095246,-0.14979757085020243
1344,1558,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.24,Red,7.02,0.09,0.43,20.78,101,806,241,3.87,1.69,0.58,7.38,1.4,17.56,Tomato,0.08311275807305453,-0.08081123244929797,0.13799771468752747,0.5690184049079754,-0.22149253731343282
1345,1559,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.48,79.25,Red,6.81,0.05,0.2,16.31,109,378,149,3.14,0.63,0.32,10.17,0.75,8.01,Tomato,-0.20418848167539266,-0.011433597185576077,0.2787307032590052,-0.5214105793450882,0.3526405451448041
1346,1560,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.47,79.25,Red,6.42,0.18,0.2,10.84,219,265,81,6.09,1.08,0.44,8.34,0.55,13.0,Cowpea,-0.1810344827586207,-0.002286236854138089,0.25247971145175835,-0.5039164490861618,0.3368237347294939
1347,1561,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.23,Red,5.62,0.04,0.2,31.07,37,277,92,3.18,0.85,0.38,14.9,1.08,14.78,Groundnut,0.18662952646239556,0.05616161616161616,0.7097457627118644,0.35238095238095246,-0.14979757085020243
1348,1562,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.34,79.23,Red,8.1,0.06,0.19,15.0,30,450,151,2.69,0.63,0.32,3.47,0.49,10.7,Groundnut,0.18662952646239556,0.05616161616161616,0.7097457627118644,0.35238095238095246,-0.14979757085020243
1349,1563,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.47,79.24,Red,5.16,0.04,0.26,32.1,48,320,81,3.18,0.97,0.57,22.13,1.08,20.37,Cowpea,-0.2143569292123629,-0.007027697395618024,0.26828050910905915,-0.5445086705202312,0.37410643367752183
1350,1564,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.45,79.24,Red,5.45,0.06,0.21,28.57,81,238,74,5.27,1.16,0.28,19.91,0.88,15.17,Groundnut,-0.1715145436308927,0.011844331641285956,0.21872601688411358,-0.5053892215568863,0.33814102564102566
1351,1565,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.45,79.24,Red,5.6,0.03,0.23,14.4,32,351,87,2.24,0.86,0.3,16.01,0.87,14.58,Groundnut,-0.1715145436308927,0.011844331641285956,0.21872601688411358,-0.5053892215568863,0.33814102564102566
1352,1566,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.46,79.24,Red,8.15,0.08,0.24,5.54,52,1878,220,3.86,0.28,0.53,6.08,1.24,7.24,Cowpea,-0.17610710607621008,0.012537829658452227,0.21861416517514703,-0.4968553459119497,0.3305439330543933
1353,1567,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.47,79.24,Red,6.53,0.05,0.17,13.97,43,664,170,2.98,0.64,0.24,13.48,1.04,13.51,Cowpea,-0.2143569292123629,-0.007027697395618024,0.26828050910905915,-0.5445086705202312,0.37410643367752183
1354,1568,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.46,79.24,Red,6.4,0.05,0.27,22.03,89,363,136,2.64,1.06,0.29,9.98,1.08,15.26,Groundnut,-0.17610710607621008,0.012537829658452227,0.21861416517514703,-0.4968553459119497,0.3305439330543933
1355,1569,Kadapa,Veeraballi,Matli,14.17,79.35,Red,8.65,0.62,0.55,12.27,51,873,522,25.9,0.68,1.61,9.37,1.15,2.58,Horsegram,0.4138915318744053,0.22794924016919943,1.3333333333333333,1.4849498327759196,-0.42610364683301344
1356,1570,Kadapa,Veeraballi,Matli,14.17,79.37,Red,8.66,0.59,0.55,11.9,48,874,525,27.63,0.95,1.68,9.18,1.22,2.39,Horsegram,0.3003533568904594,0.15414738341046635,1.6108654453569171,0.7116279069767442,-0.2624356775300172
1357,1571,Kadapa,Veeraballi,Matli,14.17,79.36,Red,8.36,0.21,0.7,18.77,184,2052,636,9.73,0.81,1.48,7.92,1.14,6.55,Horsegram,0.40099282956425814,0.20628540105974785,1.0852366024779818,1.3872180451127818,-0.4095449500554939
1358,1572,Kadapa,Veeraballi,Matli,14.17,79.34,Red,9.27,1.08,0.39,10.76,144,1673,466,140.14,3.08,1.53,23.48,1.71,15.6,Groundnut,-0.0008372871895060006,0.005546311702717693,0.006138735420503376,-0.025585193249863858,0.012958367797077475
1359,1573,Kadapa,Veeraballi,Matli,14.17,79.34,Red,8.18,0.36,0.64,33.29,122,1499,660,31.1,0.35,1.06,9.07,1.59,5.89,Groundnut,-0.0008372871895060006,0.005546311702717693,0.006138735420503376,-0.025585193249863858,0.012958367797077475
1360,1574,Kadapa,Veeraballi,Matli,14.15,79.35,Red,7.95,0.75,0.68,15.75,111,2134,478,39.18,0.49,0.84,10.75,2.12,8.36,Horsegram,0.4765522661776264,0.29073482428115016,1.6980955937266617,1.5805860805860807,-0.44143222506393864
1361,1575,Kadapa,Veeraballi,Matli,14.18,79.35,Red,8.65,0.29,0.69,13.38,142,1850,415,8.36,0.56,1.35,11.22,1.53,5.27,Groundnut,0.25658234383066597,0.08701854493580599,0.6878892733564014,0.9440894568690097,-0.32067281606077047
1362,1576,Kadapa,Veeraballi,Matli,14.18,79.36,Red,7.5,0.08,0.21,9.8,59,313,207,2.31,0.38,0.37,4.19,0.88,7.78,Horsegram,0.06685837526959022,0.015423514538558787,1.4426059979317476,0.15576323987538943,-0.07225433526011561
1363,1577,Kadapa,Veeraballi,Matli,14.18,79.36,Red,8.4,0.48,0.79,14.64,93,1828,474,31.91,4.02,1.21,22.71,2.61,3.09,Mango,0.06685837526959022,0.015423514538558787,1.4426059979317476,0.15576323987538943,-0.07225433526011561
1364,1578,Kadapa,Veeraballi,Matli,14.18,79.36,Red,8.55,0.28,0.95,31.41,111,1944,469,9.55,1.05,1.79,25.42,3.2,3.51,Horsegram,0.06685837526959022,0.015423514538558787,1.4426059979317476,0.15576323987538943,-0.07225433526011561
1365,1579,Kadapa,Veeraballi,Matli,14.18,79.35,Red,9.38,0.44,0.48,10.13,144,1654,395,14.29,0.92,1.68,9.7,1.41,3.52,Mango,0.25658234383066597,0.08701854493580599,0.6878892733564014,0.9440894568690097,-0.32067281606077047
1366,1580,Kadapa,Veeraballi,Matli,14.15,79.35,Red,9.38,0.05,0.26,15.43,61,686,388,1.84,0.27,0.22,13.56,1.11,10.66,Horsegram,0.4765522661776264,0.29073482428115016,1.6980955937266617,1.5805860805860807,-0.44143222506393864
1367,1581,Kadapa,Veeraballi,Matli,14.17,79.38,Red,6.38,1.79,0.38,41.6,74,888,328,103.1,0.51,1.75,1.3,0.57,2.07,Groundnut,0.7020527859237536,0.5468331846565566,3.50820633059789,2.7348777348777347,-0.5776026094047295
1368,1582,Kadapa,Veeraballi,Matli,14.15,79.35,Red,8.5,0.42,0.35,85.06,97,915,376,22.06,2.28,0.8,4.25,1.08,8.18,Mango,0.4765522661776264,0.29073482428115016,1.6980955937266617,1.5805860805860807,-0.44143222506393864
1369,1583,Kadapa,Veeraballi,Matli,14.1,79.36,Red,7.98,0.26,0.72,23.21,147,1795,349,8.37,0.58,1.57,10.02,1.94,5.05,Mango,0.329837441006817,0.12615384615384614,0.6957964601769911,1.3656716417910446,-0.4057649667405765
1370,1584,Kadapa,Veeraballi,Matli,14.09,79.35,Red,8.12,0.07,0.23,21.33,93,744,365,1.4,0.43,0.52,2.45,0.91,6.14,Horsegram,0.5582406959884002,0.39188290086493677,3.8245033112582782,1.6211382113821138,-0.44768747193533903
1371,1585,Kadapa,Veeraballi,Matli,14.09,79.35,Red,8.2,0.17,0.69,20.01,197,1455,843,6.21,1.13,1.38,5.01,0.86,5.85,Horsegram,0.5582406959884002,0.39188290086493677,3.8245033112582782,1.6211382113821138,-0.44768747193533903
1372,1586,Kadapa,Veeraballi,Matli,14.09,79.35,Red,8.42,0.15,0.34,4.25,92,2356,553,4,0.15,0.62,2.84,0.55,6.24,Groundnut,0.5582406959884002,0.39188290086493677,3.8245033112582782,1.6211382113821138,-0.44768747193533903
