,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi
2326,2561,Nellore,Podalakuru,Mogalluru,14.4,79.68,Redsoil,8.29,0.15,0.63,15.84,195,1830,751,5.70,1.34,1.24,2.39,1.25,8.69,Citrus,0.06369306647450126
2327,2562,Nellore,Podalakuru,Mogalluru,14.41,79.67,Redsoil,8.38,0.14,0.41,33.23,167,1322,721,4.48,0.93,0.90,2.99,1.02,8.21,Citrus,0.041885205947168304
2328,2563,Nellore,Podalakuru,Mogalluru,14.4,79.68,Redsoil,8.37,0.21,0.39,24.14,161,4089,603,8.71,0.21,0.69,11.28,1.98,5.32,Citrus,0.06369306647450126
2329,2564,Nellore,Podalakuru,Mogalluru,14.4,79.68,Redsoil,8.02,0.16,0.64,12.92,347,2913,422,5.60,0.73,1.10,2.63,1.22,8.1,Citrus,0.06369306647450126
2330,2565,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,7.23,0.08,0.21,3.17,123,974,285,3.34,0.1,0.29,5.49,0.61,10.07,Citrus,0.11413670264052697
2331,2566,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.2,0.12,0.43,7.17,182,2444,484,3.50,0.46,0.72,2.13,0.66,8.88,Black gram,0.11413670264052697
2332,2567,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.21,0.17,0.62,12.64,273,3047,739,4.58,0.34,1.03,2.07,1.15,7.4,Black gram,0.11413670264052697
2333,2568,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,7.96,0.08,0.36,9.95,167,1551,514,2.69,0.29,0.61,1.53,1.06,4.11,Citrus,0.11413670264052697
2334,2569,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,7.94,0.24,0.72,60.27,286,1631,750,9.15,2.39,1.65,3.7,1.88,8.56,Citrus,0.11413670264052697
2335,2570,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.2,0.1,0.58,4.85,141,3525,412,4.13,0.36,0.68,2.52,1.03,6.14,Citrus,0.11413670264052697
2336,2571,Nellore,Podalakuru,Mogalluru,14.39,79.67,Redsoil,8.26,0.78,0.67,17.45,384,3086,1217,43.22,1.31,1.45,12.45,3.92,10.23,Citrus,0.12389566678986196
2337,2572,Nellore,Podalakuru,Mogalluru,14.39,79.67,Redsoil,8.41,0.26,0.71,16.71,182,2578,870,16.96,2.45,1.98,13.33,3.45,8.15,Citrus,0.12389566678986196
2338,2573,Nellore,Podalakuru,Mogalluru,14.39,79.67,Redsoil,8.68,0.27,0.57,4.54,215,2311,709,19.88,2.23,0.95,5.88,2.41,5.43,Citrus,0.12389566678986196
2339,2574,Nellore,Podalakuru,Mogalluru,14.39,79.67,Redsoil,8.62,0.6,0.78,13.51,373,2941,1468,69.69,1.22,1.78,21.79,4.27,7.48,Citrus,0.12389566678986196
2340,2575,Nellore,Podalakuru,Mogalluru,14.39,79.66,Redsoil,8.85,0.38,0.56,3.36,149,2358,1122,23.52,1.78,1.47,17.15,3.04,9.81,Citrus,0.07469122855824482
2341,2576,Nellore,Podalakuru,Mogalluru,14.39,79.67,Redsoil,8.2,0.13,0.79,28.7,157,2421,682,5.13,0.77,1.66,3.01,2.12,6.01,Citrus,0.12389566678986196
2342,2577,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,7.1,0.1,0.32,3.34,162,1264,369,4.42,0.33,0.41,4.15,0.84,9.02,Citrus,0.11413670264052697
2343,2578,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,7.65,0.46,1.04,89.15,184,1927,915,11.39,1.56,1.82,5.21,1.77,11.05,Citrus,0.11413670264052697
2344,2579,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,6.5,0.07,0.31,11.93,125,1225,277,2.67,0.35,0.35,11.82,1.19,22.78,Citrus,0.11413670264052697
2345,2580,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.2,0.27,0.34,144.75,407,3147,968,15.09,2.05,1.89,3.23,1.31,6.52,Citrus,0.11413670264052697
2346,2581,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.16,0.14,0.42,27.74,140,1131,478,5.69,0.53,0.76,2.57,1.12,6.1,Citrus,0.11413670264052697
2347,2582,Nellore,Podalakuru,Mogalluru,14.38,79.67,Redsoil,8.11,0.28,0.99,90.95,387,1846,700,14.63,1.85,1.37,6.83,1.24,5.98,Citrus,0.11413670264052697
2348,2583,Nellore,Podalakuru,Mogalluru,14.4,79.66,Redsoil,8.22,0.1,0.40,4.2,188,2806,554,4.68,0.44,0.56,2.82,1.5,8.26,Citrus,0.06697915139368439
2349,2584,Nellore,Podalakuru,Mogalluru,14.4,79.66,Redsoil,8.15,0.16,0.61,17.57,322,3176,868,7.88,0.85,1.66,4.65,1.35,11.18,Citrus,0.06697915139368439
2350,2585,Nellore,Podalakuru,Mogalluru,14.4,79.66,Redsoil,8.1,0.15,0.66,4.06,144,3559,310,6.95,0.36,0.85,3.85,0.9,7.04,Citrus,0.06697915139368439
2351,2586,Nellore,Podalakuru,Mogalluru,14.41,79.66,Redsoil,8.46,0.27,0.46,16.71,307,2524,813,22.52,0.85,0.95,19.67,2.72,10.51,Citrus,0.04009179802700131
2352,2587,Nellore,Podalakuru,Mogalluru,14.4,79.66,Redsoil,8.5,0.3,0.50,23.24,209,1375,455,26.91,0.71,1.27,3.82,0.77,13.22,Citrus,0.06697915139368439
2353,2588,Nellore,Podalakuru,Mogalluru,14.41,79.66,Redsoil,7.99,0.27,0.91,55.81,740,3909,1065,12.47,1.05,3.11,3.32,1.1,9.19,Citrus,0.04009179802700131
2354,2589,Nellore,Podalakuru,Mogalluru,14.41,79.66,Redsoil,7.86,0.28,0.55,11.03,204,3104,637,20.21,0.52,0.82,5.78,1.41,14.55,Citrus,0.04009179802700131
2355,2590,Nellore,Podalakuru,Mogalluru,14.4,79.66,Redsoil,7.77,0.19,1.33,8.19,395,3236,535,17.36,1.11,1.43,9.74,1.44,17.25,Citrus,0.06697915139368439
2356,2591,Nellore,Podalakuru,Mogalluru,14.4,79.65,Redsoil,8.18,0.16,0.56,7.05,201,3231,709,7.98,0.88,0.91,9.08,1.82,6.37,Citrus,0.07550432488595413
2357,2592,Nellore,T.P.Gudur,Jagadevipeta,14.49,80.08,Black,7.86,0.79,0.89,6.73,95,4119,526,180.66,1.96,1.60,39.3,3.12,2.76,Paddy,0.015191711631156093
2358,2593,Nellore,T.P.Gudur,Jagadevipeta,14.49,80.07,Black,8.05,0.66,0.59,5.76,83,3370,485,126.16,0.22,1.37,29.06,2.12,3.22,Paddy,0.02544452156270242
2359,2594,Nellore,T.P.Gudur,Jagadevipeta,14.49,80.08,Black,7.9,0.4,0.99,39.5,453,5450,1237,30.16,1.22,2.48,13.22,2.68,18.1,Paddy,0.015191711631156093
