iter	MultiClass
0	1.336501705
1	1.289274569
2	1.251368229
3	1.215735523
4	1.181513326
5	1.150464919
6	1.124225624
7	1.097362711
8	1.071263212
9	1.046179652
10	1.02389342
11	1.002529987
12	0.9771768692
13	0.9575049487
14	0.9408355881
15	0.9185564921
16	0.9014455558
17	0.8853391462
18	0.8667537358
19	0.853731908
20	0.84215778
21	0.8259932189
22	0.8140360927
23	0.8010645771
24	0.7861782661
25	0.7745593382
26	0.7640277471
27	0.7528021122
28	0.7420265955
29	0.729861535
30	0.720456024
31	0.7150007535
32	0.7034374121
33	0.6959409544
34	0.6861059138
35	0.678167354
36	0.6696491196
37	0.6641449186
38	0.6549413142
39	0.648783613
40	0.6420201982
41	0.6336356716
42	0.62809325
43	0.6204238967
44	0.6151619681
45	0.6082406546
46	0.6008060612
47	0.5958054496
48	0.5895040158
49	0.5873048574
50	0.5842962358
51	0.5791125104
52	0.5728110571
53	0.5696165286
54	0.5634793289
55	0.5583202373
56	0.5534026458
57	0.5496753277
58	0.546726003
59	0.5446411928
60	0.5407753709
61	0.5374294611
62	0.5338101914
63	0.528984725
64	0.5264113698
65	0.5229527177
66	0.5193243024
67	0.5165325497
68	0.5130441892
69	0.5091328154
70	0.5050660574
71	0.5013734137
72	0.49901724
73	0.4977146097
74	0.4948833672
75	0.4920208159
76	0.4895214439
77	0.4877327152
78	0.4855523587
79	0.4831581112
80	0.4818665845
81	0.4790954154
82	0.4774042944
83	0.4753128512
84	0.4738663986
85	0.4717180587
86	0.4686103997
87	0.4666379614
88	0.4635067416
89	0.4628590581
90	0.4609326952
91	0.4588994494
92	0.4564016132
93	0.4547348935
94	0.4538892258
95	0.4528464897
96	0.4508905549
97	0.4484759098
98	0.4463084588
99	0.4451537318
