,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,NDVI,ARVI,EVI,GCI,NDWI,Crop
511,12.97,78.51,Chittoor,V.Kota,Gummireddypalli,Red,7.7,0.11,0.15,8.6,46.0,1693.0,313.0,6.09,0.35,0.16,6.46,0.61,7.87,0.1795013381535201,0.110832150701635,0.4596735941901922,0.4251815875653784,-0.1753194852482015,Fodder Crops
512,12.94,78.51,Chittoor,V.Kota,Gummireddypalli,Rox Soil,7.74,0.15,0.56,34.6,131.0,884.0,234.0,11.07,2.15,0.39,5.58,1.23,6.78,0.1470682102638182,0.0911259812539669,0.4508943672634946,0.3424523255577212,-0.1461939360820014,Potato
513,12.97,78.51,Chittoor,V.Kota,Gummireddypalli,Red,7.71,0.44,0.28,29.4,64.0,1120.0,124.0,61.37,0.96,0.3,5.04,0.88,7.29,0.1795013381535201,0.110832150701635,0.4596735941901922,0.4251815875653784,-0.1753194852482015,Groundnut
514,12.97,78.5,Chittoor,V.Kota,Gummireddypalli,Red,6.4,0.07,0.45,4.4,54.0,894.0,142.0,4.91,0.5,0.18,6.68,0.71,10.47,0.1627801032393903,0.1077040272046701,0.4574303513148804,0.378985840095229,-0.1593056308733886,Groundnut
515,12.96,78.5,Chittoor,V.Kota,Gummireddypalli,Red,7.86,0.07,0.18,4.2,45.0,1411.0,215.0,4.76,0.43,0.2,3.77,0.61,5.27,0.1681604208507886,0.1047313644054574,0.4625499196889654,0.3899120947279941,-0.1631491365678751,Groundnut
516,12.96,78.5,Chittoor,V.Kota,Gummireddypalli,Red,7.34,0.14,0.71,42.2,270.0,1178.0,381.0,7.72,2.72,0.63,9.29,0.97,19.85,0.1681604208507886,0.1047313644054574,0.4625499196889654,0.3899120947279941,-0.1631491365678751,Tomato
517,12.94,78.51,Chittoor,V.Kota,Gummireddypalli,Black,7.12,0.77,0.61,68.2,227.0,1685.0,364.0,64.89,2.55,0.66,9.53,1.38,22.43,0.1470682102638182,0.0911259812539669,0.4508943672634946,0.3424523255577212,-0.1461939360820014,Flowers
518,12.95,78.51,Chittoor,V.Kota,Gummireddypalli,Black,7.64,0.09,0.24,3.6,42.0,2019.0,359.0,5.88,0.47,0.2,19.44,1.25,9.83,0.1787143492492296,0.1136661417887843,0.4833216650041993,0.4198416698179073,-0.173499644648032,Groundnut
519,12.94,78.51,Chittoor,V.Kota,Gummireddypalli,Claim,6.38,0.08,0.29,11.0,40.0,781.0,156.0,5.16,1.17,0.16,25.11,1.93,12.05,0.1470682102638182,0.0911259812539669,0.4508943672634946,0.3424523255577212,-0.1461939360820014,Flowers
520,12.96,78.51,Chittoor,V.Kota,Gummireddypalli,Red,7.28,0.14,0.37,18.4,63.0,1022.0,160.0,6.8,2.28,0.31,5.5,0.65,6.68,0.1796248187831045,0.1138143406925672,0.480416538228681,0.4182967567657256,-0.1729716403065285,Groundnut
521,12.96,78.51,Chittoor,V.Kota,Gummireddypalli,Red,7.34,0.15,0.56,52.8,58.0,954.0,220.0,11.99,6.21,0.51,20.0,1.63,4.9,0.1796248187831045,0.1138143406925672,0.480416538228681,0.4182967567657256,-0.1729716403065285,Flowers
522,12.93,78.48,Chittoor,V.Kota,Gummireddypalli,Red,7.28,0.16,0.47,42.2,128.0,853.0,181.0,23.14,2.66,0.36,8.5,1.27,6.63,0.2137917938284164,0.1391397301479773,0.4793667593916754,0.5048302409759993,-0.2015426964740308,Beans
523,12.96,78.49,Chittoor,V.Kota,Gummireddypalli,Red,7.14,0.21,0.81,22.4,73.0,1444.0,334.0,18.64,3.01,0.49,60.35,2.13,17.82,0.1580725298720499,0.101232491131754,0.4654931933771459,0.3579651197712574,-0.1518110326441058,Beans
524,12.97,78.5,Chittoor,V.Kota,Gummireddypalli,Red,7.41,0.12,0.64,33.4,117.0,2057.0,495.0,7.29,1.67,0.59,24.15,1.7,11.03,0.1627801032393903,0.1077040272046701,0.4574303513148804,0.378985840095229,-0.1593056308733886,Beans
525,12.96,78.52,Chittoor,V.Kota,Gummireddypalli,Red,7.86,0.19,0.46,36.4,109.0,1591.0,279.0,11.86,1.88,0.43,6.43,1.48,10.9,0.1939709877559462,0.1265281787878179,0.4729206681844644,0.4486163115897774,-0.1832121714890116,Beans
526,12.95,78.52,Chittoor,V.Kota,Gummireddypalli,Rox Soil,6.81,0.27,0.35,24.8,49.0,1016.0,269.0,14.88,0.97,0.3,9.99,0.92,11.08,0.140093351788361,0.0882394111762018,0.4575721650403188,0.3290321845517929,-0.1412742111226398,Potato
527,12.95,78.52,Chittoor,V.Kota,Gummireddypalli,Rox Soil,7.64,0.14,0.47,15.0,37.0,1206.0,245.0,11.03,1.78,0.27,10.15,0.86,8.39,0.140093351788361,0.0882394111762018,0.4575721650403188,0.3290321845517929,-0.1412742111226398,Beans
528,12.95,78.52,Chittoor,V.Kota,Gummireddypalli,Rox Soil,6.76,0.26,0.74,69.4,54.0,1196.0,310.0,29.22,3.81,0.48,26.32,1.22,8.1,0.140093351788361,0.0882394111762018,0.4575721650403188,0.3290321845517929,-0.1412742111226398,Tomato
529,12.96,78.52,Chittoor,V.Kota,Gummireddypalli,Red,7.65,0.34,0.77,102.0,104.0,1694.0,439.0,27.44,2.89,0.72,42.26,1.96,10.95,0.1939709877559462,0.1265281787878179,0.4729206681844644,0.4486163115897774,-0.1832121714890116,Beans
530,12.96,78.5,Chittoor,V.Kota,Gummireddypalli,Black,8.08,0.11,0.46,24.6,57.0,1335.0,249.0,9.97,1.41,0.39,10.06,1.48,5.18,0.1681604208507886,0.1047313644054574,0.4625499196889654,0.3899120947279941,-0.1631491365678751,Beans
531,12.97,78.5,Chittoor,V.Kota,Gummireddypalli,Rox Soil,7.53,0.14,0.51,16.0,95.0,1361.0,345.0,9.5,2.29,0.46,11.81,1.92,17.83,0.1627801032393903,0.1077040272046701,0.4574303513148804,0.378985840095229,-0.1593056308733886,Groundnut
532,13.01,78.52,Chittoor,V.Kota,Kumabarlapalle,Red,6.52,0.07,0.65,9.4,87.0,1106.0,304.0,5.02,1.13,0.54,20.17,2.57,16.65,0.1187826352509905,0.0741955806121424,0.4184510334537351,0.2664541026425395,-0.1175643055519505,Groundnut
533,13.01,78.54,Chittoor,V.Kota,Kumabarlapalle,Red,6.6,0.14,0.51,40.2,112.0,1015.0,270.0,7.03,4.61,0.49,20.29,2.33,29.25,0.1990025818169176,0.1309655882919305,0.4695677075129491,0.4467674571239235,-0.1825949809096614,Groundnut
534,13.0,78.53,Chittoor,V.Kota,Kumabarlapalle,Red,5.08,0.02,0.28,9.8,34.0,272.0,78.0,2.02,1.17,0.23,26.34,1.24,25.9,0.1540879638369438,0.1014980998915203,0.4454265044091702,0.3486996593634515,-0.1484649848580284,Groundnut
535,13.01,78.53,Chittoor,V.Kota,Kumabarlapalle,Red,7.6,0.78,0.28,7.2,127.0,2049.0,635.0,151.78,4.84,0.72,18.36,1.98,13.36,0.1577972948977462,0.1055430614916482,0.4640601502547377,0.3562931559109155,-0.1512091799855764,Groundnut
536,13.0,78.53,Chittoor,V.Kota,Kumabarlapalle,Red,7.9,0.19,0.47,46.6,136.0,1009.0,272.0,27.48,5.38,0.71,6.6,2.29,10.02,0.1540879638369438,0.1014980998915203,0.4454265044091702,0.3486996593634515,-0.1484649848580284,Groundnut
537,13.0,78.55,Chittoor,V.Kota,Kumabarlapalle,Red,7.18,0.24,0.63,20.0,165.0,785.0,246.0,18.61,11.39,1.11,9.07,1.87,33.68,0.1579493754607973,0.1013757841310093,0.4460583153058625,0.3680541763254257,-0.1554247280341133,Mulberry
538,13.0,78.53,Chittoor,V.Kota,Kumabarlapalle,Red,6.54,0.1,0.63,10.6,167.0,1162.0,304.0,7.66,1.0,0.89,33.64,2.12,25.16,0.1540879638369438,0.1014980998915203,0.4454265044091702,0.3486996593634515,-0.1484649848580284,Groundnut
539,13.01,78.53,Chittoor,V.Kota,Kumabarlapalle,Black,7.53,0.16,0.98,9.2,49.0,1924.0,555.0,14.62,1.66,0.76,17.0,2.13,9.86,0.1577972948977462,0.1055430614916482,0.4640601502547377,0.3562931559109155,-0.1512091799855764,Beans
540,13.0,78.53,Chittoor,V.Kota,Kumabarlapalle,Black,5.33,0.06,0.33,21.6,63.0,292.0,84.0,7.48,1.31,0.35,42.91,2.09,25.32,0.1540879638369438,0.1014980998915203,0.4454265044091702,0.3486996593634515,-0.1484649848580284,Groundnut
541,12.99,78.54,Chittoor,V.Kota,P.Kallupalle,Black,8.2,0.15,0.42,6.0,130.0,1807.0,256.0,6.61,1.27,0.26,38.51,2.78,4.68,0.1514041547143936,0.0941003858013246,0.3986300469766124,0.3445237090154083,-0.1469482725598422,Groundnut
542,13.0,78.54,Chittoor,V.Kota,P.Kallupalle,Black,7.65,0.15,0.5,13.0,33.0,1280.0,273.0,8.65,1.65,0.23,18.26,2.4,2.76,0.2021043564826384,0.1339450654606697,0.5160709224505076,0.4731311140011694,-0.19130854459055,Groundnut
543,12.99,78.54,Chittoor,V.Kota,P.Kallupalle,Red,7.5,0.64,1.14,41.0,302.0,1279.0,289.0,25.31,12.63,0.56,6.01,2.23,13.49,0.1514041547143936,0.0941003858013246,0.3986300469766124,0.3445237090154083,-0.1469482725598422,Potato
544,13.0,78.53,Chittoor,V.Kota,P.Kallupalle,Red,7.45,0.06,0.46,4.6,79.0,1375.0,485.0,2.72,1.07,0.36,5.5,1.4,11.2,0.1540879638369438,0.1014980998915203,0.4454265044091702,0.3486996593634515,-0.1484649848580284,Mango
545,13.01,78.54,Chittoor,V.Kota,P.Kallupalle,Black,7.5,0.56,1.12,22.4,175.0,2201.0,512.0,53.83,1.91,0.72,19.8,2.13,10.77,0.1990025818169176,0.1309655882919305,0.4695677075129491,0.4467674571239235,-0.1825949809096614,Mango
546,13.01,78.54,Chittoor,V.Kota,P.Kallupalle,Black,7.75,0.14,0.44,30.2,132.0,1750.0,396.0,12.88,0.05,0.46,0.1,0.11,0.06,0.1990025818169176,0.1309655882919305,0.4695677075129491,0.4467674571239235,-0.1825949809096614,Groundnut
547,13.0,78.54,Chittoor,V.Kota,P.Kallupalle,Black,8.0,0.15,0.37,5.4,27.0,1069.0,291.0,14.26,0.61,0.15,32.09,1.64,9.48,0.2021043564826384,0.1339450654606697,0.5160709224505076,0.4731311140011694,-0.19130854459055,Beans
548,13.0,78.54,Chittoor,V.Kota,P.Kallupalle,Black,7.07,0.11,0.53,9.0,33.0,1446.0,228.0,8.19,1.01,0.16,74.92,2.36,11.36,0.2021043564826384,0.1339450654606697,0.5160709224505076,0.4731311140011694,-0.19130854459055,Chillies
549,13.01,78.54,Chittoor,V.Kota,P.Kallupalle,Red,6.94,0.06,0.33,14.8,79.0,534.0,147.0,3.55,2.16,0.16,7.72,1.05,15.14,0.1990025818169176,0.1309655882919305,0.4695677075129491,0.4467674571239235,-0.1825949809096614,Potato
550,13.01,78.54,Chittoor,V.Kota,P.Kallupalle,Black,8.2,0.15,0.76,8.8,86.0,3380.0,607.0,9.03,2.05,0.61,12.75,3.1,8.7,0.1990025818169176,0.1309655882919305,0.4695677075129491,0.4467674571239235,-0.1825949809096614,Groundnut
551,12.96,78.51,Chittoor,V.Kota,Pamuganipalli,Rox Soil,8.1,0.15,0.19,2.0,74.0,3053.0,391.0,3.89,0.25,0.13,7.29,0.69,8.16,0.1796248187831045,0.1138143406925672,0.480416538228681,0.4182967567657256,-0.1729716403065285,Groundnut
552,12.95,78.49,Chittoor,V.Kota,Pamuganipalli,Red,7.65,0.39,0.49,43.6,90.0,2452.0,571.0,17.09,2.52,0.44,12.24,1.99,14.26,0.1749688737754399,0.108237945098474,0.4494478457401155,0.3968662085280341,-0.1655771219586586,Groundnut
553,12.96,78.51,Chittoor,V.Kota,Pamuganipalli,Black,8.2,0.19,0.42,5.2,51.0,2312.0,440.0,8.75,0.91,0.24,9.04,1.27,11.78,0.1796248187831045,0.1138143406925672,0.480416538228681,0.4182967567657256,-0.1729716403065285,Groundnut
554,12.95,78.49,Chittoor,V.Kota,Pamuganipalli,Red,7.05,0.08,0.6,18.2,65.0,825.0,199.0,4.89,1.81,0.34,10.75,1.29,18.83,0.1749688737754399,0.108237945098474,0.4494478457401155,0.3968662085280341,-0.1655771219586586,Groundnut
555,12.95,78.5,Chittoor,V.Kota,Pamuganipalli,Rox Soil,5.75,0.03,0.24,4.0,50.0,1081.0,233.0,2.08,0.6,0.17,35.66,1.54,17.3,0.1636020807026083,0.1006682526726864,0.4350610063954789,0.366711084757517,-0.154945437624081,Groundnut
556,12.96,78.51,Chittoor,V.Kota,Pamuganipalli,Red,7.35,1.05,0.47,48.2,83.0,2842.0,457.0,85.76,2.19,0.36,7.1,0.96,10.17,0.1796248187831045,0.1138143406925672,0.480416538228681,0.4182967567657256,-0.1729716403065285,Beans
557,12.97,78.51,Chittoor,V.Kota,Pamuganipalli,Black,7.8,0.1,0.86,9.2,65.0,1584.0,305.0,4.64,0.76,0.34,6.82,1.09,4.61,0.1795013381535201,0.110832150701635,0.4596735941901922,0.4251815875653784,-0.1753194852482015,Groundnut
558,12.95,78.5,Chittoor,V.Kota,Pamuganipalli,Rox Soil,7.06,0.13,0.39,12.8,70.0,1865.0,302.0,6.42,0.95,0.24,13.61,1.28,18.26,0.1636020807026083,0.1006682526726864,0.4350610063954789,0.366711084757517,-0.154945437624081,Groundnut
559,12.96,78.5,Chittoor,V.Kota,Pamuganipalli,Rox Soil,5.85,0.03,0.18,2.0,35.0,638.0,122.0,1.94,0.36,0.11,15.49,0.77,13.01,0.1681604208507886,0.1047313644054574,0.4625499196889654,0.3899120947279941,-0.1631491365678751,Groundnut
560,12.96,78.5,Chittoor,V.Kota,Pamuganipalli,Red,7.88,0.2,0.57,36.2,67.0,1605.0,328.0,19.84,2.41,0.34,13.55,1.3,11.44,0.1681604208507886,0.1047313644054574,0.4625499196889654,0.3899120947279941,-0.1631491365678751,Horsegram
561,12.99,78.51,Chittoor,V.Kota,Papepalli,Red,8.1,0.2,0.34,31.0,56.0,1643.0,324.0,17.07,3.25,0.32,4.25,0.86,6.51,0.1406727935940968,0.0907620095574203,0.4432497815493683,0.3195755719835427,-0.1377732960475452,Groundnut
562,12.99,78.51,Chittoor,V.Kota,Papepalli,Rox Soil,7.77,0.13,0.22,16.4,54.0,869.0,241.0,8.11,1.06,0.14,6.7,0.9,8.34,0.1406727935940968,0.0907620095574203,0.4432497815493683,0.3195755719835427,-0.1377732960475452,Potato
563,12.99,78.5,Chittoor,V.Kota,Papepalli,Red,8.02,0.14,0.52,24.2,95.0,1013.0,275.0,10.46,3.11,0.31,4.25,1.06,12.34,0.1735732154757524,0.1114750257520777,0.4553105568942065,0.3999040602028836,-0.1666333529053976,Groundnut
564,12.99,78.51,Chittoor,V.Kota,Papepalli,Red,7.05,0.12,0.47,16.4,96.0,1233.0,251.0,3.71,2.82,0.22,13.56,1.47,20.88,0.1406727935940968,0.0907620095574203,0.4432497815493683,0.3195755719835427,-0.1377732960475452,Jowar
565,12.99,78.5,Chittoor,V.Kota,Papepalli,Red,6.95,0.07,0.66,71.2,150.0,1187.0,370.0,151.9,7.41,0.51,11.94,3.71,33.65,0.1735732154757524,0.1114750257520777,0.4553105568942065,0.3999040602028836,-0.1666333529053976,Potato
566,13.0,78.5,Chittoor,V.Kota,Papepalli,Red,7.6,0.93,1.44,100.2,229.0,1982.0,518.0,135.0,13.34,2.44,9.4,2.1,11.68,0.1468866558761964,0.0938588419765274,0.4412958553587181,0.3328091886252358,-0.1426645566418425,Potato
567,13.0,78.51,Chittoor,V.Kota,Papepalli,Red,7.46,0.37,0.61,79.2,131.0,1511.0,482.0,24.34,4.1,0.47,8.1,2.07,12.0,0.1608005816144361,0.1024826235309602,0.4249731917859373,0.3654604875965972,-0.154498665064543,Potato
568,12.99,78.51,Chittoor,V.Kota,Papepalli,Red,7.21,0.78,0.58,37.8,116.0,2075.0,509.0,22.46,3.9,0.39,36.23,4.06,28.92,0.1406727935940968,0.0907620095574203,0.4432497815493683,0.3195755719835427,-0.1377732960475452,Flowers
569,12.99,78.5,Chittoor,V.Kota,Papepalli,Red,7.3,0.25,0.61,28.6,61.0,1382.0,435.0,15.66,2.14,0.39,11.73,2.9,14.4,0.1735732154757524,0.1114750257520777,0.4553105568942065,0.3999040602028836,-0.1666333529053976,Tomato
570,12.99,78.49,Chittoor,V.Kota,Papepalli,Red,7.76,0.26,0.63,29.6,40.0,963.0,231.0,29.13,3.76,0.31,19.04,1.75,13.4,0.1633793692775378,0.1067955565710814,0.4745357336556762,0.3714396067048413,-0.1566304305851429,Mulberry
571,13.0,78.58,Chittoor,V.Kota,Timmarajupuram,Red,7.31,0.11,0.55,31.8,71.0,1468.0,343.0,9.32,1.41,0.45,20.37,1.5,14.8,0.1923130752675576,0.132510233471862,0.4413979604786161,0.4252777412078417,-0.1753521808995138,Groundnut
572,13.0,78.56,Chittoor,V.Kota,Timmarajupuram,Black,6.45,0.41,0.52,17.8,59.0,1466.0,395.0,37.9,1.69,0.41,53.28,2.72,13.72,0.1055683530938752,0.0599926707487648,0.4019060625774417,0.2548915784194037,-0.1130393943810253,Beans
573,13.0,78.58,Chittoor,V.Kota,Timmarajupuram,Red,7.01,0.09,0.5,9.4,40.0,1217.0,270.0,5.9,0.89,0.29,23.23,1.53,6.87,0.1923130752675576,0.132510233471862,0.4413979604786161,0.4252777412078417,-0.1753521808995138,Sweetcorn
574,13.0,78.58,Chittoor,V.Kota,Timmarajupuram,Red,5.39,0.03,0.18,3.2,43.0,196.0,48.0,2.55,0.44,0.11,13.27,0.6,18.81,0.1923130752675576,0.132510233471862,0.4413979604786161,0.4252777412078417,-0.1753521808995138,Groundnut
575,13.0,78.57,Chittoor,V.Kota,Timmarajupuram,Red,6.85,0.31,0.28,17.2,82.0,929.0,199.0,94.25,1.2,0.21,4.35,0.89,6.89,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Chillies
576,13.0,78.57,Chittoor,V.Kota,Timmarajupuram,Black,7.45,0.12,0.49,10.2,51.0,923.0,228.0,6.53,0.59,0.37,13.69,1.26,7.83,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Groundnut
577,13.0,78.56,Chittoor,V.Kota,Timmarajupuram,Red,5.2,0.03,0.3,2.2,42.0,214.0,52.0,2.64,0.75,0.11,20.43,0.85,25.61,0.1055683530938752,0.0599926707487648,0.4019060625774417,0.2548915784194037,-0.1130393943810253,Groundnut
578,13.0,78.57,Chittoor,V.Kota,Timmarajupuram,Red,6.62,0.07,0.62,4.0,76.0,2114.0,432.0,6.01,1.05,0.3,18.58,2.24,36.27,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Groundnut
579,13.0,78.57,Chittoor,V.Kota,Timmarajupuram,Black,7.4,0.12,0.62,13.8,75.0,1654.0,422.0,6.42,0.96,0.34,24.53,2.08,13.97,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Beans
580,13.0,78.57,Chittoor,V.Kota,Timmarajupuram,Black,6.8,0.2,0.58,45.4,121.0,856.0,245.0,10.86,2.22,0.39,24.39,2.13,10.85,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Groundnut
581,12.99,78.57,Chittoor,V.Kota,Yalakallu,Black,7.14,0.35,0.64,88.2,150.0,1323.0,434.0,20.83,2.4,0.4,75.56,2.95,5.01,0.2256372695608438,0.1515441580056872,0.4621992167234474,0.5235852257220155,-0.2074767360282884,Groundnut
582,12.99,78.58,Chittoor,V.Kota,Yalakallu,Red,6.72,0.05,0.32,2.4,37.0,552.0,210.0,4.85,6.33,0.18,5.92,1.16,10.65,0.186636195479727,0.1270236826719987,0.4321041396379129,0.4097137476428103,-0.170025899567363,Groundnut
583,12.98,78.56,Chittoor,V.Kota,Yalakallu,Red,7.5,0.3,0.45,47.2,150.0,1296.0,391.0,11.77,2.31,0.47,11.19,2.72,9.77,0.107515626007435,0.0622285268463292,0.4113112410666359,0.2623127308991184,-0.115948925768042,Beera
584,12.98,78.57,Chittoor,V.Kota,Yalakallu,Red,7.22,0.36,0.62,104.4,154.0,1399.0,458.0,21.67,2.6,0.39,76.77,3.1,5.19,0.24228336089843,0.1651341465178642,0.4786110192735207,0.5584664159774146,-0.2182817067638008,Groundnut
585,12.98,78.56,Chittoor,V.Kota,Yalakallu,Black,8.0,0.17,1.16,24.0,108.0,2181.0,265.0,7.5,0.68,0.44,3.62,1.21,4.35,0.107515626007435,0.0622285268463292,0.4113112410666359,0.2623127308991184,-0.115948925768042,Tomato
586,12.99,78.55,Chittoor,V.Kota,YC Balendrapalle,Red,8.2,0.09,0.1,20.0,42.0,554.0,164.0,4.93,0.75,0.16,6.15,0.88,6.41,0.1238819677231519,0.0726052221614473,0.4292526740219592,0.3025706831024946,-0.1314056004112801,Groundnut
587,12.99,78.56,Chittoor,V.Kota,YC Balendrapalle,Red,7.38,0.09,1.02,50.0,126.0,1370.0,341.0,6.03,5.78,0.67,11.38,2.36,15.32,0.2715160655042579,0.1852468867324524,0.4760013763003185,0.6480746730637061,-0.2447342892766359,Tomato
588,12.99,78.54,Chittoor,V.Kota,YC Balendrapalle,Red,7.5,0.08,0.49,12.8,41.0,841.0,225.0,8.21,1.37,0.16,7.34,1.75,16.41,0.1514041547143936,0.0941003858013246,0.3986300469766124,0.3445237090154083,-0.1469482725598422,Beans
589,12.99,78.55,Chittoor,V.Kota,YC Balendrapalle,Red,6.5,0.03,0.22,2.2,34.0,569.0,142.0,2.19,1.23,0.15,9.22,0.84,17.94,0.1238819677231519,0.0726052221614473,0.4292526740219592,0.3025706831024946,-0.1314056004112801,Groundnut
590,12.99,78.55,Chittoor,V.Kota,YC Balendrapalle,Red,6.16,0.04,0.3,2.8,45.0,554.0,100.0,2.79,0.86,0.19,13.73,0.83,10.35,0.1238819677231519,0.0726052221614473,0.4292526740219592,0.3025706831024946,-0.1314056004112801,Groundnut
591,13.01,78.55,Chittoor,V.Kota,Yerrinagipalle,Red,8.4,0.1,0.7,33.2,142.0,1394.0,286.0,6.37,4.36,0.45,6.48,2.15,17.79,0.2467865503363179,0.1628482456992755,0.5287744807964861,0.5874571436302003,-0.2270403376830421,Groundnut
592,13.01,78.55,Chittoor,V.Kota,Yerrinagipalle,Black,7.5,0.17,0.37,7.8,57.0,1406.0,421.0,22.96,1.13,0.3,4.59,1.48,7.38,0.2467865503363179,0.1628482456992755,0.5287744807964861,0.5874571436302003,-0.2270403376830421,Tomato
593,13.0,78.58,Chittoor,V.Kota,Yerrinagipalle,Red,6.02,0.06,0.59,4.0,45.0,540.0,132.0,4.67,0.87,0.17,19.18,0.83,17.84,0.1923130752675576,0.132510233471862,0.4413979604786161,0.4252777412078417,-0.1753521808995138,Beans
594,13.01,78.58,Chittoor,V.Kota,Yerrinagipalle,Black,6.95,0.34,0.75,31.6,73.0,1488.0,373.0,22.48,1.87,0.53,25.02,2.37,11.98,0.1434928380130705,0.09121964801734,0.4245310235197328,0.3295392945447717,-0.1414611444058808,Cucumber
595,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Black,7.17,0.07,0.51,8.0,71.0,962.0,212.0,4.82,0.96,0.34,10.24,1.47,16.32,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Groundnut
596,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,7.12,0.06,0.26,4.4,33.0,947.0,236.0,4.68,1.19,0.19,19.11,1.35,13.31,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Beans
597,13.0,78.55,Chittoor,V.Kota,Yerrinagipalle,Black,8.1,0.24,0.73,25.8,98.0,3206.0,648.0,23.41,1.43,0.75,28.54,3.23,3.92,0.1579493754607973,0.1013757841310093,0.4460583153058625,0.3680541763254257,-0.1554247280341133,Groundnut
598,13.0,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,7.04,0.05,0.41,4.8,56.0,1593.0,290.0,3.31,0.61,0.25,11.11,1.4,8.87,0.1055683530938752,0.0599926707487648,0.4019060625774417,0.2548915784194037,-0.1130393943810253,Groundnut
599,13.0,78.55,Chittoor,V.Kota,Yerrinagipalle,Red,6.45,0.04,0.31,8.6,70.0,628.0,134.0,2.93,0.99,0.19,14.83,1.12,16.41,0.1579493754607973,0.1013757841310093,0.4460583153058625,0.3680541763254257,-0.1554247280341133,Beans
600,13.01,78.57,Chittoor,V.Kota,Yerrinagipalle,Black,7.9,0.18,0.82,19.8,79.0,1192.0,271.0,10.29,1.01,0.78,16.08,1.97,2.37,0.2254235328365444,0.1563874315453803,0.4740173093652577,0.513922397762919,-0.2044304940439874,Groundnut
601,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,6.37,0.03,0.21,2.2,35.0,648.0,161.0,1.99,1.21,0.15,8.68,0.89,17.39,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Groundnut
602,13.0,78.56,Chittoor,V.Kota,Yerrinagipalle,Black,6.88,0.18,0.59,44.0,123.0,956.0,263.0,8.98,2.53,0.34,26.97,2.45,12.19,0.1055683530938752,0.0599926707487648,0.4019060625774417,0.2548915784194037,-0.1130393943810253,Paddy
603,13.01,78.57,Chittoor,V.Kota,Yerrinagipalle,Red,7.82,0.08,0.27,12.8,57.0,861.0,203.0,6.88,1.19,0.22,5.37,0.91,7.28,0.2254235328365444,0.1563874315453803,0.4740173093652577,0.513922397762919,-0.2044304940439874,Groundnut
604,13.0,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,6.22,0.1,0.24,1.4,52.0,647.0,154.0,7.59,0.54,0.19,6.43,1.55,19.12,0.1055683530938752,0.0599926707487648,0.4019060625774417,0.2548915784194037,-0.1130393943810253,Ragi
605,13.0,78.57,Chittoor,V.Kota,Yerrinagipalle,Red,6.13,0.03,0.33,2.8,44.0,513.0,94.0,2.46,0.96,0.16,14.6,0.87,10.76,0.2510259299236058,0.1747291138125723,0.5070190575692752,0.5739893421915894,-0.2229960057654604,Groundnut
606,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,7.92,0.17,0.82,18.8,136.0,2441.0,538.0,10.04,1.46,0.71,28.47,3.05,4.6,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Tomato
607,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Black,7.8,0.15,1.18,11.6,101.0,1245.0,223.0,9.17,1.77,0.3,6.92,1.05,9.09,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Groundnut
608,13.02,78.56,Chittoor,V.Kota,Yerrinagipalle,Black,5.53,0.02,0.22,7.2,32.0,206.0,48.0,2.04,0.93,0.16,13.74,0.85,13.15,0.1464164865442463,0.0918241405465795,0.4252685810390349,0.3417521871932008,-0.1459386646726361,Groundnut
609,13.01,78.56,Chittoor,V.Kota,Yerrinagipalle,Red,7.52,0.14,0.23,8.4,68.0,1278.0,149.0,5.75,0.92,0.17,5.41,0.62,5.94,0.1174697813982559,0.0695404711740062,0.4094906791098284,0.2808983616804968,-0.1231525114839134,Groundnut
610,13.0,78.55,Chittoor,V.Kota,Yerrinagipalle,Black,6.38,0.05,0.36,21.2,60.0,723.0,147.0,4.7,1.49,0.23,19.35,1.31,18.29,0.1579493754607973,0.1013757841310093,0.4460583153058625,0.3680541763254257,-0.1554247280341133,Flowers
