,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop
2799,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.88,0.09,0.57,20.39,161.0,3567.0,1141.0,28.03,0.44,3.53,25.7,1.96,9.9,Cotton
2800,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.4,0.37,0.44,5.76,131.0,5230.0,528.0,57.22,0.3,1.92,3.72,1.3,10.52,Cotton
2801,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.75,0.49,0.58,28.67,195.0,3446.0,1308.0,152.08,0.48,4.31,20.34,2.56,8.84,Cotton
2802,15.48,79.47,Prakasam,Kanigiri,Baduguleru,Red,8.58,0.29,0.48,8.98,164.0,3472.0,995.0,15.91,0.38,1.64,18.22,2.0,8.38,Cowpea
2803,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.7,0.58,0.55,16.6,166.0,3542.0,1422.0,48.78,0.44,2.75,22.34,2.24,10.2,Cowpea
2804,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.52,0.75,0.58,19.39,146.0,3518.0,1526.0,85.44,0.54,3.65,25.08,2.56,8.22,Cowpea
2805,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.6,0.45,0.56,20.11,152.0,3498.0,1491.0,59.89,0.68,3.44,28.1,2.7,7.78,Cowpea
2806,15.47,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.45,0.2,0.35,5.72,83.0,6745.0,491.0,26.85,1.62,1.19,2.74,1.22,7.24,Cowpea
2807,15.47,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.51,0.21,0.61,4.85,310.0,3481.0,652.0,9.08,0.36,1.26,2.98,1.42,12.74,Cowpea
2808,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.0,0.1,0.83,8.99,544.0,2024.0,776.0,49.88,1.16,1.37,47.4,3.8,22.5,Cowpea
2809,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.55,0.17,0.71,16.84,111.0,3713.0,1010.0,7.84,0.62,1.55,26.24,2.24,10.5,Cotton
2810,15.5,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.72,0.28,0.43,9.65,137.0,3737.0,1220.0,13.26,0.28,1.62,18.32,1.96,8.36,Cotton
2811,15.49,79.47,Prakasam,Kanigiri,Baduguleru,Red,9.25,0.65,0.2,2.25,161.0,3189.0,587.0,10.55,0.18,3.5,3.18,0.74,3.62,Cowpea
2812,15.5,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.91,0.19,0.87,7.67,117.0,3453.0,1142.0,8.87,0.4,1.83,11.0,1.9,8.36,Cowpea
2813,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.7,0.55,0.47,14.85,150.0,3701.0,1191.0,65.46,0.34,3.04,17.38,1.96,9.5,Cowpea
2814,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.68,0.58,0.44,15.53,147.0,3605.0,1142.0,73.79,0.26,3.03,16.62,1.96,9.76,Cowpea
2815,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.62,0.86,0.36,19.85,176.0,3510.0,1460.0,97.39,0.4,3.47,21.62,2.34,8.98,Cowpea
2816,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.66,0.81,0.55,15.09,181.0,3369.0,1431.0,90.06,0.38,3.44,18.72,2.24,9.14,Cowpea
2817,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.65,0.24,0.4,8.31,121.0,3607.0,1155.0,16.49,0.34,1.43,19.28,2.32,7.3,Cowpea
2818,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,7.62,0.07,0.38,5.92,173.0,3201.0,516.0,4.75,0.24,1.03,3.96,1.46,13.72,Cowpea
2819,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.38,0.32,0.63,17.5,215.0,3791.0,987.0,19.92,0.64,2.03,7.34,1.76,7.94,Cowpea
2820,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.42,0.25,0.5,7.18,147.0,4061.0,631.0,6.75,0.34,1.69,3.94,1.4,12.14,Cowpea
2821,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.56,0.32,0.61,17.93,173.0,3446.0,1379.0,42.05,0.54,2.14,25.3,2.28,8.92,Cowpea
2822,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.4,0.08,0.3,3.55,86.0,1991.0,337.0,3.36,0.26,0.59,6.32,1.38,24.28,Cowpea
2823,15.48,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.55,0.21,0.34,32.46,135.0,2861.0,651.0,8.84,0.34,1.2,3.2,1.18,11.12,Cowpea
2824,15.48,79.5,Prakasam,Kanigiri,Baduguleru,Red,8.4,1.04,0.62,21.75,156.0,3318.0,1404.0,129.93,0.4,3.28,38.98,2.84,9.12,Cotton
2825,15.5,79.47,Prakasam,Kanigiri,Baduguleru,Red,8.56,0.21,0.7,26.74,112.0,3094.0,1136.0,9.77,0.48,2.15,34.22,2.08,9.78,Cotton
2826,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.21,0.72,1.06,19.86,527.0,3185.0,840.0,38.84,0.7,2.71,5.6,1.46,25.48,Cotton
2827,15.49,79.47,Prakasam,Kanigiri,Baduguleru,Red,8.45,0.13,0.36,3.38,189.0,3477.0,796.0,3.74,0.32,1.24,2.28,1.1,8.86,Cotton
2828,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.4,0.4,0.74,39.29,495.0,2749.0,990.0,22.77,0.9,2.09,26.14,2.16,9.76,Cotton
2829,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.95,0.37,0.58,10.52,346.0,2529.0,820.0,24.48,0.54,2.68,29.64,2.28,14.46,Cotton
2830,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.5,1.11,0.68,83.72,1402.0,2776.0,1414.0,110.18,1.16,4.93,73.16,3.98,14.82,Cotton
2831,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Red,8.51,0.25,0.14,6.52,122.0,6625.0,1092.0,23.83,0.28,0.95,3.78,1.2,7.52,Cotton
2832,15.48,79.49,Prakasam,Kanigiri,Baduguleru,Red,8.79,0.22,0.49,9.87,169.0,3871.0,1006.0,10.73,0.3,2.13,10.6,1.74,7.12,Cotton
2833,15.49,79.49,Prakasam,Kanigiri,Baduguleru,Red,8.82,0.28,0.57,20.46,203.0,3596.0,1033.0,14.14,0.34,3.28,17.06,1.96,7.1,Cowpea
2834,15.49,79.49,Prakasam,Kanigiri,Baduguleru,Red,7.42,0.12,0.35,2.35,104.0,2865.0,393.0,6.57,0.14,0.77,4.46,1.34,28.06,Cowpea
2835,15.49,79.47,Prakasam,Kanigiri,Baduguleru,Red,8.41,0.2,0.34,4.9,167.0,3662.0,482.0,12.13,0.26,0.9,3.7,1.06,11.2,Cowpea
2836,15.48,79.49,Prakasam,Kanigiri,Baduguleru,Black,8.52,0.36,0.54,20.32,120.0,3265.0,1204.0,53.49,0.26,2.07,23.58,2.04,7.56,Cowpea
2837,15.49,79.5,Prakasam,Kanigiri,Baduguleru,Black,8.35,0.28,0.41,18.54,89.0,1776.0,924.0,20.32,0.6,1.86,19.72,2.06,10.96,Cowpea
2838,15.49,79.5,Prakasam,Kanigiri,Baduguleru,Black,8.44,0.22,0.44,24.15,113.0,3741.0,1025.0,15.45,0.34,1.59,14.66,1.82,8.1,Cowpea
2839,15.49,79.49,Prakasam,Kanigiri,Baduguleru,Black,7.72,0.08,0.37,4.87,59.0,1598.0,401.0,4.69,0.32,0.64,1.86,0.8,10.44,Cowpea
2840,15.49,79.49,Prakasam,Kanigiri,Baduguleru,Black,7.95,0.09,0.42,3.74,128.0,2695.0,584.0,3.4,0.28,0.71,3.36,1.08,11.56,Cowpea
2841,15.48,79.49,Prakasam,Kanigiri,Baduguleru,Black,8.4,0.15,0.72,3.59,99.0,3369.0,1030.0,6.51,1.12,1.31,5.74,1.64,12.06,Cowpea
2842,15.48,79.47,Prakasam,Kanigiri,Baduguleru,Black,8.26,0.12,0.39,5.79,174.0,3886.0,345.0,4.21,0.18,0.68,4.22,1.28,8.22,Cowpea
2843,15.49,79.48,Prakasam,Kanigiri,Baduguleru,Black,8.05,0.19,0.34,5.4,140.0,3639.0,497.0,12.68,0.2,0.93,3.8,1.26,12.06,Cowpea
2844,15.49,79.5,Prakasam,Kanigiri,Baduguleru,Black,6.38,0.09,0.13,2.56,46.0,990.0,223.0,2.72,0.14,0.39,6.68,0.7,16.06,Cowpea
2845,15.48,79.5,Prakasam,Kanigiri,Baduguleru,Black,8.65,0.36,0.39,5.43,120.0,3504.0,757.0,34.22,0.64,1.47,14.46,1.68,12.96,Paddy
2846,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.52,0.13,0.41,9.11,110.0,2413.0,546.0,8.93,0.26,1.29,8.56,1.44,14.56,Cowpea
2847,15.47,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.7,0.24,0.65,12.83,174.0,2889.0,678.0,12.53,0.72,1.31,21.36,1.84,8.0,Pigeonpea
2848,15.47,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.26,0.27,1.02,18.82,636.0,2994.0,641.0,18.09,1.04,1.66,5.02,1.68,23.54,Pigeonpea
2849,15.48,79.47,Prakasam,Kanigiri,Challagirigalla,Red,7.25,0.12,0.22,5.29,166.0,2052.0,385.0,3.37,0.22,0.2,4.86,1.26,5.98,Green gram
2850,15.47,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.6,0.23,0.47,5.83,190.0,3091.0,431.0,9.86,0.38,0.85,7.14,1.42,19.4,Pigeonpea
2851,15.46,79.45,Prakasam,Kanigiri,Challagirigalla,Red,8.5,0.14,0.4,13.73,48.0,2027.0,594.0,6.14,0.26,0.99,16.98,1.48,20.98,Pigeonpea
2852,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,7.61,0.15,0.5,18.88,263.0,2463.0,493.0,10.43,0.4,0.81,3.78,1.6,14.1,Cowpea
2853,15.46,79.45,Prakasam,Kanigiri,Challagirigalla,Red,7.95,0.18,0.27,4.47,55.0,1919.0,210.0,6.48,0.36,0.42,3.9,0.9,18.44,Cowpea
2854,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.35,0.23,0.91,19.59,381.0,3191.0,653.0,18.22,0.44,1.77,3.74,1.48,6.26,Cowpea
2855,15.47,79.47,Prakasam,Kanigiri,Challagirigalla,Red,8.31,0.19,1.28,20.8,623.0,2998.0,585.0,10.69,1.02,1.96,2.7,1.26,10.74,Cowpea
2856,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.56,0.26,0.56,18.6,147.0,2625.0,1109.0,28.52,0.44,2.16,28.08,2.36,11.28,Cowpea
2857,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.6,0.17,0.6,11.68,80.0,2778.0,633.0,13.85,0.78,1.42,15.58,1.9,13.6,Cowpea
2858,15.48,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.32,0.38,0.33,8.34,91.0,2546.0,468.0,37.03,0.26,1.27,3.86,1.2,17.34,Cowpea
2859,15.47,79.48,Prakasam,Kanigiri,Challagirigalla,Red,8.3,0.2,0.45,15.42,39.0,1875.0,510.0,13.1,1.2,1.07,19.24,1.72,39.14,Cowpea
2860,15.46,79.54,Prakasam,Kanigiri,Dirisivancha,Red,8.7,0.43,0.8,18.6,152.0,2336.0,661.0,38.0,1.06,1.8,30.28,1.62,8.88,Paddy
2861,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Black,8.85,0.38,0.72,10.37,147.0,2279.0,622.0,24.41,0.86,1.83,16.56,1.42,8.0,Paddy
2862,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Red,8.9,0.44,0.67,19.47,218.0,2346.0,827.0,25.11,0.52,3.82,24.9,1.94,12.3,Pigeonpea
2863,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Black,8.27,0.71,0.68,8.34,199.0,3172.0,1004.0,102.44,3.22,2.04,9.54,1.72,16.2,Paddy
2864,15.45,79.55,Prakasam,Kanigiri,Dirisivancha,Red,8.58,0.62,0.63,11.23,272.0,2209.0,382.0,81.71,0.92,2.19,19.86,1.28,7.36,Cowpea
2865,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Black,7.91,0.28,1.13,15.33,526.0,2369.0,310.0,16.72,0.82,1.22,6.64,0.96,15.42,Paddy
2866,15.46,79.53,Prakasam,Kanigiri,Dirisivancha,Red,9.23,0.44,0.55,13.01,110.0,2067.0,603.0,51.14,0.44,1.47,35.2,1.52,14.0,Pigeonpea
2867,15.46,79.53,Prakasam,Kanigiri,Dirisivancha,Red,8.92,0.26,0.3,5.74,97.0,1387.0,611.0,16.29,0.3,0.87,18.72,1.16,6.46,Pigeonpea
2868,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Red,8.75,0.39,0.53,20.81,192.0,1799.0,727.0,27.25,0.34,1.84,20.18,1.84,9.16,Paddy
2869,15.45,79.54,Prakasam,Kanigiri,Dirisivancha,Black,8.27,0.61,0.47,7.88,170.0,2896.0,1107.0,58.16,2.96,2.08,6.54,1.9,18.74,Paddy
2870,15.5,79.45,Prakasam,Kanigiri,Gangugapenta,Red,8.3,0.13,0.3,6.3,150.0,3011.0,269.0,3.94,0.24,0.67,3.18,1.28,9.76,Cowpea
2871,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.68,0.11,0.39,6.84,108.0,2459.0,557.0,5.04,0.24,1.02,5.94,1.36,8.52,Cowpea
2872,15.49,79.47,Prakasam,Kanigiri,Gangugapenta,Red,7.32,0.13,0.31,9.62,142.0,2431.0,415.0,6.47,0.26,0.7,4.12,1.48,13.46,Cowpea
2873,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.5,0.14,0.32,5.5,125.0,3429.0,410.0,10.1,0.32,0.6,4.1,1.26,5.76,Cowpea
2874,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.4,0.2,0.25,7.28,79.0,1083.0,515.0,13.75,0.38,0.72,1.54,0.82,8.44,Cowpea
2875,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.1,0.1,0.35,7.11,139.0,1994.0,197.0,5.41,0.32,0.51,3.14,1.2,12.38,Cowpea
2876,15.49,79.45,Prakasam,Kanigiri,Gangugapenta,Red,8.44,0.13,0.34,4.7,122.0,4258.0,403.0,2.97,0.38,0.62,4.66,1.46,9.84,Cowpea
2877,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.6,0.12,0.23,3.3,71.0,1593.0,430.0,5.83,0.24,0.69,3.46,1.06,7.62,Cotton
2878,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.36,0.08,0.36,5.83,100.0,2245.0,445.0,3.06,0.32,0.84,3.2,1.02,8.1,Cotton
2879,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.57,0.1,0.23,7.08,98.0,2979.0,219.0,3.41,0.3,0.46,1.74,0.82,6.62,Cotton
2880,15.49,79.45,Prakasam,Kanigiri,Gangugapenta,Red,8.22,0.08,0.29,8.66,94.0,2197.0,271.0,4.18,0.3,0.48,1.94,0.9,8.24,Cotton
2881,15.49,79.46,Prakasam,Kanigiri,Gangugapenta,Red,8.4,0.17,0.59,23.7,109.0,2541.0,798.0,20.96,0.7,1.57,29.42,2.3,9.16,Cowpea
2882,15.49,79.44,Prakasam,Kanigiri,Gangugapenta,Red,8.38,0.07,0.25,7.1,77.0,1247.0,81.0,2.93,0.32,0.32,2.04,0.44,4.7,Cowpea
2883,15.49,79.37,Prakasam,Kanigiri,Gangugapenta,Red,7.11,0.05,0.18,8.37,78.0,1323.0,165.0,2.15,0.2,0.34,4.1,0.8,9.08,Cowpea
2884,15.47,79.46,Prakasam,Kanigiri,Gangugapenta,Red,7.7,0.05,0.25,3.05,95.0,913.0,148.0,3.59,0.52,0.51,2.82,0.58,7.58,Cotton
2885,15.48,79.48,Prakasam,Kanigiri,Gangugapenta,Red,6.25,0.08,0.24,4.98,46.0,960.0,180.0,4.49,0.28,0.31,7.9,0.8,14.24,Cow pea
2886,15.48,79.46,Prakasam,Kanigiri,Gangugapenta,Red,7.02,0.09,0.31,6.12,65.0,1386.0,231.0,3.81,0.28,0.56,3.68,0.86,11.48,Cotton
2887,15.49,79.47,Prakasam,Kanigiri,Gangugapenta,Red,6.68,0.05,0.25,3.07,43.0,657.0,132.0,3.8,0.28,0.37,5.2,0.56,9.06,Cowpea
2888,15.49,79.47,Prakasam,Kanigiri,Gangugapenta,Red,8.36,0.19,0.26,4.53,44.0,1583.0,361.0,20.22,0.44,0.64,22.78,1.66,11.06,Cowpea
2889,15.49,79.47,Prakasam,Kanigiri,Gangugapenta,Red,8.14,0.12,0.27,9.39,71.0,1606.0,483.0,4.53,0.46,0.74,4.68,1.18,14.0,Cowpea
2890,15.49,79.47,Prakasam,Kanigiri,Gangugapenta,Red,8.78,0.2,0.77,5.83,132.0,3200.0,592.0,6.65,1.72,2.28,3.84,1.7,13.86,Cowpea
2891,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Black,8.35,0.14,0.31,3.92,120.0,5303.0,129.0,3.19,0.26,0.34,3.54,0.64,9.12,Paddy
2892,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Black,8.67,0.13,0.29,7.3,181.0,2609.0,303.0,4.69,0.32,0.99,2.68,0.86,9.02,Paddy
2893,15.46,79.54,Prakasam,Kanigiri,Kammavaripalli,Black,8.87,0.19,0.44,12.73,98.0,2144.0,307.0,5.29,0.94,1.29,11.82,1.16,5.68,Paddy
2894,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Red,7.8,0.2,0.37,39.34,132.0,2030.0,199.0,8.11,0.38,0.56,3.22,0.48,6.98,Tobacco
2895,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Red,7.75,0.14,0.29,16.84,104.0,1464.0,203.0,13.68,0.24,0.67,4.28,0.58,13.26,Tobacco
2896,15.46,79.57,Prakasam,Kanigiri,Kammavaripalli,Red,7.68,0.08,0.24,8.61,118.0,1117.0,188.0,4.02,0.24,0.44,5.2,0.56,11.16,Cowpea
2897,15.45,79.55,Prakasam,Kanigiri,Kammavaripalli,Red,7.21,0.11,0.28,7.64,79.0,1435.0,137.0,4.78,0.22,0.49,6.96,0.8,19.26,Cowpea
2898,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Red,8.3,0.12,0.23,5.5,136.0,2609.0,160.0,2.75,0.18,0.38,4.32,0.66,9.2,Tobacco
2899,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Red,8.87,0.15,0.53,17.85,283.0,2875.0,355.0,15.85,0.52,1.51,15.24,1.14,12.36,Cowpea
2900,15.46,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,8.37,0.1,0.28,15.16,235.0,2392.0,281.0,3.89,0.24,1.06,6.44,1.04,10.16,Cowpea
2901,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Red,8.85,0.18,0.49,7.19,242.0,2362.0,246.0,7.25,0.44,1.42,2.66,1.02,13.66,Cowpea
2902,15.45,79.55,Prakasam,Kanigiri,Kammavaripalli,Red,8.71,0.16,0.73,19.99,266.0,2512.0,306.0,6.71,0.84,1.51,6.78,1.32,5.64,Cowpea
2903,15.46,79.53,Prakasam,Kanigiri,Kammavaripalli,Black,8.9,0.43,0.88,31.64,240.0,2396.0,719.0,33.59,0.72,2.62,11.8,2.0,7.38,Paddy
2904,15.45,79.56,Prakasam,Kanigiri,Kammavaripalli,Red,7.88,0.11,0.11,8.38,86.0,761.0,111.0,7.09,0.18,0.49,2.32,0.26,8.64,Cowpea
2905,15.45,79.55,Prakasam,Kanigiri,Kammavaripalli,Red,8.2,0.06,0.25,8.63,149.0,1837.0,336.0,2.88,0.2,0.73,2.14,0.72,6.2,Pigeonpea
2906,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,7.22,0.05,0.14,6.04,91.0,1048.0,166.0,2.74,0.16,0.29,5.92,0.46,14.78,Pigeonpea
2907,15.45,79.55,Prakasam,Kanigiri,Kammavaripalli,Red,8.15,0.1,0.35,9.54,280.0,2378.0,248.0,6.39,0.28,0.86,6.42,0.84,12.66,Pigeonpea
2908,15.46,79.54,Prakasam,Kanigiri,Kammavaripalli,Black,8.53,0.17,0.44,6.1,140.0,2610.0,371.0,6.39,0.32,1.27,7.14,0.64,9.44,Paddy
2909,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,8.21,0.13,0.36,8.34,206.0,2500.0,328.0,5.89,0.22,0.84,4.66,0.86,6.74,Cowpea
2910,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,9.52,0.82,0.63,11.82,355.0,2088.0,640.0,69.87,1.2,2.74,33.14,3.14,17.66,Pigeonpea
2911,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,8.55,0.44,0.49,30.85,149.0,2491.0,880.0,52.67,0.42,1.55,23.58,1.96,4.66,Pigeonpea
2912,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,8.27,0.07,0.16,3.82,99.0,1344.0,80.0,1.69,0.2,0.29,3.38,0.2,6.7,Pigeonpea
2913,15.45,79.54,Prakasam,Kanigiri,Kammavaripalli,Red,7.15,0.19,0.36,7.2,267.0,1806.0,313.0,8.95,0.26,0.52,6.84,1.2,23.0,Pigeonpea
2914,15.47,79.51,Prakasam,Kanigiri,Kothapalli,Black,8.75,0.23,0.6,4.32,259.0,3215.0,1439.0,17.45,0.38,1.94,38.88,2.6,12.32,Paddy
2915,15.47,79.51,Prakasam,Kanigiri,Kothapalli,Black,8.56,0.3,1.77,24.15,247.0,2939.0,1132.0,16.7,1.3,3.27,27.2,1.68,14.04,Paddy
2916,15.47,79.52,Prakasam,Kanigiri,Kothapalli,Red,8.44,0.14,0.52,9.47,168.0,2693.0,384.0,4.78,0.3,1.24,3.78,0.64,8.78,Paddy
2917,15.46,79.51,Prakasam,Kanigiri,Kothapalli,Black,8.64,0.29,1.15,58.02,425.0,3029.0,1142.0,14.29,1.12,3.25,19.38,1.84,10.62,Paddy
2918,15.47,79.52,Prakasam,Kanigiri,Kothapalli,Black,8.65,0.17,0.55,14.03,206.0,3230.0,815.0,5.96,0.52,1.64,4.42,1.58,9.36,Paddy
2919,15.47,79.51,Prakasam,Kanigiri,Kothapalli,Red,8.18,0.13,0.54,20.54,196.0,2392.0,502.0,7.52,0.64,0.99,18.2,1.14,14.92,Paddy
2920,15.47,79.52,Prakasam,Kanigiri,Kothapalli,Red,8.3,0.14,0.64,23.79,179.0,2815.0,572.0,6.35,1.62,1.24,13.78,1.24,10.88,Paddy
2921,15.47,79.52,Prakasam,Kanigiri,Kothapalli,Black,8.6,0.24,0.48,15.72,215.0,2846.0,1180.0,17.36,0.56,1.61,22.0,2.34,10.06,Paddy
2922,15.47,79.51,Prakasam,Kanigiri,Kothapalli,Red,8.58,0.27,0.29,9.36,226.0,2739.0,1388.0,15.2,0.64,1.39,29.5,2.26,9.36,Paddy
2923,15.47,79.51,Prakasam,Kanigiri,Kothapalli,Red,7.8,0.13,0.24,18.46,108.0,1577.0,361.0,8.69,0.3,0.55,7.22,0.9,19.02,Paddy
2924,15.37,79.49,Prakasam,Kanigiri,Machavaram,Red,8.13,0.15,0.41,3.56,206.0,4230.0,500.0,7.46,0.24,0.73,4.76,1.04,14.04,Pigeonpea
2925,15.39,79.5,Prakasam,Kanigiri,Machavaram,Red,7.17,0.13,0.37,7.26,188.0,3115.0,652.0,8.8,0.24,0.69,5.66,1.4,27.4,Pigeonpea
2926,15.35,79.48,Prakasam,Kanigiri,Machavaram,Red,7.53,0.07,0.25,8.41,126.0,1238.0,140.0,3.97,0.32,0.5,3.98,0.88,16.02,Tobacco
2927,15.34,79.48,Prakasam,Kanigiri,Machavaram,Black,8.1,0.16,0.34,8.61,396.0,4027.0,388.0,6.43,0.4,0.71,5.9,1.12,11.14,Tobacco
2928,15.35,79.48,Prakasam,Kanigiri,Machavaram,Black,8.42,0.41,0.2,7.32,254.0,4104.0,435.0,52.61,0.24,1.07,2.02,0.56,2.9,Tobacco
2929,15.35,79.48,Prakasam,Kanigiri,Machavaram,Red,7.21,0.05,0.14,7.72,100.0,1404.0,142.0,2.5,0.22,0.43,6.88,0.84,20.9,Pigeonpea
2930,15.36,79.48,Prakasam,Kanigiri,Machavaram,Red,7.31,0.1,0.25,11.42,99.0,1416.0,113.0,4.04,0.24,0.39,7.74,0.86,16.24,Pigeonpea
2931,15.36,79.48,Prakasam,Kanigiri,Machavaram,Red,7.46,0.06,0.29,9.01,107.0,2119.0,197.0,3.11,0.26,0.79,4.24,0.88,16.76,Pigeonpea
2932,15.47,79.5,Prakasam,Kanigiri,Nandanamarella,Black,8.75,0.63,1.17,29.49,160.0,2395.0,804.0,50.34,0.78,3.45,11.08,1.16,6.4,Paddy
2933,15.47,79.5,Prakasam,Kanigiri,Nandanamarella,Red,8.2,0.14,0.41,15.24,192.0,2085.0,520.0,8.47,0.26,1.28,4.28,0.96,10.66,Tobacco
2934,15.48,79.5,Prakasam,Kanigiri,Nandanamarella,Red,8.47,0.11,0.34,5.21,170.0,3187.0,271.0,4.11,0.3,0.59,4.02,1.02,11.68,Cowpea
2935,15.48,79.5,Prakasam,Kanigiri,Nandanamarella,Red,8.48,0.27,1.17,9.47,173.0,2526.0,998.0,11.1,2.82,1.91,1.96,1.12,6.34,Paddy
2936,15.48,79.5,Prakasam,Kanigiri,Nandanamarella,Black,9.05,0.36,0.71,19.88,233.0,2337.0,947.0,20.89,0.72,2.58,37.32,2.1,10.06,Paddy
2937,15.45,79.5,Prakasam,Kanigiri,Nandanamarella,Black,9.6,0.48,0.36,16.32,170.0,2005.0,581.0,20.91,0.36,2.47,16.92,1.36,10.28,Paddy
2938,15.45,79.48,Prakasam,Kanigiri,Nandanamarella,Red,8.82,0.17,0.49,6.37,93.0,2354.0,790.0,4.13,0.5,1.6,21.18,1.52,12.6,Paddy
2939,15.45,79.5,Prakasam,Kanigiri,Nandanamarella,Red,8.71,0.2,0.3,3.44,50.0,2657.0,725.0,11.18,0.2,1.27,13.22,1.8,8.06,Paddy
2940,15.45,79.5,Prakasam,Kanigiri,Nandanamarella,Red,9.16,0.29,0.19,2.69,88.0,2559.0,610.0,13.97,0.24,1.36,6.98,0.96,4.72,Paddy
2941,15.46,79.51,Prakasam,Kanigiri,Nandanamarella,Red,8.42,0.11,0.37,3.29,63.0,3266.0,347.0,3.76,0.26,0.62,2.0,0.94,7.06,Green gram
2942,15.46,79.51,Prakasam,Kanigiri,Nandanamarella,Red,8.35,0.13,0.31,3.55,52.0,2771.0,285.0,3.87,0.38,0.61,1.68,0.94,6.64,Green gram
2943,15.47,79.51,Prakasam,Kanigiri,Nandanamarella,Red,8.95,0.27,0.72,25.74,151.0,2205.0,993.0,16.32,0.62,2.5,31.52,2.5,7.9,Paddy
2944,15.47,79.51,Prakasam,Kanigiri,Nandanamarella,Red,8.35,0.14,0.32,3.65,80.0,3885.0,466.0,2.28,0.18,0.48,2.92,1.04,5.26,Tobacco
2945,15.48,79.52,Prakasam,Kanigiri,Nandanamarella,Black,8.96,0.26,0.88,9.72,124.0,2277.0,766.0,7.89,0.52,2.28,32.32,1.56,16.5,Paddy
2946,15.47,79.51,Prakasam,Kanigiri,Nandanamarella,Red,8.7,0.16,0.4,6.48,39.0,1580.0,403.0,3.72,0.36,1.11,22.02,1.08,6.42,Paddy
